Reference Number,Easting,Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
110043635,437311,429483,2,27-Jan-11,1703,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,18,Motorcycle over 500cc
110043635,437311,429483,2,27-Jan-11,1703,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,17,Motorcycle over 500cc
110043675,442306,430289,1,27-Jan-11,1745,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Serious,Male,8,Car
110043703,432718,433562,2,27-Jan-11,1850,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,26,Car
110046411,431320,441249,1,27-Jan-11,1421,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,39,Bus or coach (17 or more passenger seats)
110043967,423750,434662,4,28-Jan-11,50,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,37,Car
110045094,443535,435118,2,28-Jan-11,1225,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Car
110045094,443535,435118,2,28-Jan-11,1225,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,29,Car
110045094,443535,435118,2,28-Jan-11,1225,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,43,Car
110045094,443535,435118,2,28-Jan-11,1225,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,25,Car
110045132,428717,435610,2,28-Jan-11,1550,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19,Pedal cycle
110045521,436174,434668,1,28-Jan-11,2110,A,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,28,Car
110045528,420545,446359,2,28-Jan-11,2110,B,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,41,Car
110045528,420545,446359,2,28-Jan-11,2110,B,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,22,Car
110045528,420545,446359,2,28-Jan-11,2110,B,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,41,Car
110046211,418531,441062,1,28-Jan-11,1530,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,12,Car
110046553,429953,430857,2,28-Jan-11,816,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,45,Pedal cycle
110047363,431854,434716,1,28-Jan-11,1402,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,67,Car
110050088,428838,434115,2,28-Jan-11,830,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,59,Car
110046569,430506,437060,2,29-Jan-11,1225,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28,Pedal cycle
110046644,432388,433805,2,29-Jan-11,1535,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,33,Car
110046644,432388,433805,2,29-Jan-11,1535,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,40,Car
110046799,423519,434062,2,29-Jan-11,1145,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,73,Bus or coach (17 or more passenger seats)
110047084,422641,440091,1,29-Jan-11,2110,Unclassified,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,23,Car
110047084,422641,440091,1,29-Jan-11,2110,Unclassified,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,27,Car
110047084,422641,440091,1,29-Jan-11,2110,Unclassified,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,3,Car
110047403,426968,439830,2,29-Jan-11,1430,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,79,Car
110047422,429878,434398,2,29-Jan-11,1440,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Car
110048105,428967,435475,1,29-Jan-11,2115,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,27,Car
110048505,419770,437034,2,30-Jan-11,1915,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,66,Car
110048505,419770,437034,2,30-Jan-11,1915,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,35,Car
110048505,419770,437034,2,30-Jan-11,1915,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,35,Car
110048544,436083,434785,1,30-Jan-11,2320,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,41,Car
110050094,434804,428893,2,31-Jan-11,1848,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,43,Pedal cycle
110050184,434990,436886,2,31-Jan-11,1730,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,19,Car
110050184,434990,436886,2,31-Jan-11,1730,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,61,Car
110053194,425155,434699,1,31-Jan-11,845,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,37,Taxi/Private hire car
110050723,429815,434603,2,01-Feb-11,853,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,Car
110051807,430038,434035,1,01-Feb-11,1448,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,32,Bus or coach (17 or more passenger seats)
110051818,428581,434967,2,01-Feb-11,1500,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,20,Pedal cycle
110051921,427044,429414,1,01-Feb-11,1729,A,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,11,Car
110052017,429307,428258,1,01-Feb-11,1500,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,13,Car
110052047,430398,433646,1,01-Feb-11,1618,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,56,Bus or coach (17 or more passenger seats)
110052400,443744,435694,1,02-Feb-11,740,B,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,21,Car
110053081,424889,427724,2,02-Feb-11,1245,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,47,Car
110053339,432513,438022,2,02-Feb-11,1235,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,47,Goods vehicle 3.5 tonnes mgw and under
110053339,432513,438022,2,02-Feb-11,1235,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,49,Car
110053862,425012,432899,1,02-Feb-11,1830,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Serious,Female,11,Car
110054111,430958,435784,5,02-Feb-11,1800,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine with high winds,Driver,Serious,Male,40,Car
110054111,430958,435784,5,02-Feb-11,1800,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine with high winds,Driver,Slight,Male,53,Car
110054111,430958,435784,5,02-Feb-11,1800,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine with high winds,Driver,Slight,Female,29,Car
110054111,430958,435784,5,02-Feb-11,1800,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine with high winds,Driver,Slight,Male,25,Car
110054653,424780,428805,2,02-Feb-11,1750,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,37,Pedal cycle
110055847,430032,431016,2,02-Feb-11,1512,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28,Car
110054435,424947,434437,2,03-Feb-11,620,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,33,Pedal cycle
110054926,435673,434812,2,03-Feb-11,950,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,44,Car
110055096,427669,438860,2,03-Feb-11,1130,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,71,Car
110055598,441394,445052,2,03-Feb-11,1650,A(M),Wet / Damp,Daylight: street lights present,Raining with high winds,Driver,Slight,Male,62,Car
110055843,420935,439490,2,03-Feb-11,1930,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,52,Pedal cycle
110055851,426459,428369,2,03-Feb-11,1625,B,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver,Slight,Male,39,Car
110055851,426459,428369,2,03-Feb-11,1625,B,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver,Slight,Male,40,Car
110056867,429208,433847,1,03-Feb-11,1503,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,18,Bus or coach (17 or more passenger seats)
110056132,434670,435099,1,04-Feb-11,228,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Passenger,Slight,Male,20,Taxi/Private hire car
110056188,424453,427787,2,04-Feb-11,700,Motorway,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver,Slight,Male,38,Car
110056188,424453,427787,2,04-Feb-11,700,Motorway,Wet / Damp,Daylight: street lights present,Raining with high winds,Passenger,Slight,Female,38,Car
110056459,439013,439182,1,04-Feb-11,950,A,Wet / Damp,Daylight: street lights present,Fine with high winds,Passenger,Slight,Male,38,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw
110056649,427847,436280,1,04-Feb-11,928,A,Wet / Damp,Daylight: street lights present,Raining with high winds,Pedestrian,Serious,Female,30,Car
110057240,426134,426769,2,04-Feb-11,1338,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,40,Car
110057406,426036,427367,1,04-Feb-11,1510,B,Dry,Daylight: street lights present,Fine with high winds,Pedestrian,Slight,Male,15,Car
110058282,425632,436796,1,04-Feb-11,1500,Unclassified,Wet / Damp,Daylight: street lights present,Raining with high winds,Passenger,Slight,Male,30,Bus or coach (17 or more passenger seats)
110067491,426383,428151,1,04-Feb-11,1130,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,28,Car
110074054,434833,438040,2,04-Feb-11,1619,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,57,Bus or coach (17 or more passenger seats)
110074054,434833,438040,2,04-Feb-11,1619,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,13,Bus or coach (17 or more passenger seats)
110058642,426569,431733,1,05-Feb-11,1046,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,63,Bus or coach (17 or more passenger seats)
110059141,430874,434251,2,05-Feb-11,1952,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,23,Car
110059141,430874,434251,2,05-Feb-11,1952,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Female,19,Car
110059141,430874,434251,2,05-Feb-11,1952,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,24,Car
110059141,430874,434251,2,05-Feb-11,1952,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,18,Car
110059141,430874,434251,2,05-Feb-11,1952,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,13,Car
110059141,430874,434251,2,05-Feb-11,1952,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,22,Car
110064617,420262,445368,1,05-Feb-11,1710,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Female,57,Car
110059742,428992,428374,1,06-Feb-11,1226,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,5,Car
110059966,436352,433783,1,06-Feb-11,1430,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,16,Car
110060152,427995,435194,2,06-Feb-11,1630,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,39,Car
110060440,430905,436556,3,06-Feb-11,2024,B,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,17,Car
110060472,430698,439043,2,06-Feb-11,1716,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,49,Pedal cycle
110060503,431326,435605,2,06-Feb-11,2107,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Serious,Female,19,Car
110060549,428955,435470,2,06-Feb-11,2312,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,31,Car
110060549,428955,435470,2,06-Feb-11,2312,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,25,Car
110060585,436640,425947,1,07-Feb-11,128,Motorway,Dry,Darkness: no street lighting,Fine with high winds,Driver,Slight,Male,39,Goods vehicle 3.5 tonnes mgw and under
110060676,431326,434119,1,07-Feb-11,615,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,27,Car
110062204,430476,435597,2,07-Feb-11,1945,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,22,Car
110062204,430476,435597,2,07-Feb-11,1945,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,29,Car
110062204,430476,435597,2,07-Feb-11,1945,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,23,Car
110063731,430277,433009,1,07-Feb-11,1735,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine with high winds,Pedestrian,Slight,Male,23,Car
110062730,423052,437667,2,08-Feb-11,850,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Motorcycle over 500cc
110063941,426312,437887,1,08-Feb-11,1457,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,60,Bus or coach (17 or more passenger seats)
110069528,430061,433649,2,08-Feb-11,1153,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22,Pedal cycle
110069686,423765,438026,1,08-Feb-11,1145,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,76,Car
110065174,426189,435590,1,09-Feb-11,1200,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,76,Bus or coach (17 or more passenger seats)
110065616,427169,435874,2,09-Feb-11,1630,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22,Car
110065616,427169,435874,2,09-Feb-11,1630,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,24,Car
110065616,427169,435874,2,09-Feb-11,1630,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,18,Car
110065616,427169,435874,2,09-Feb-11,1630,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,20,Car
110065616,427169,435874,2,09-Feb-11,1630,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,19,Car
110065818,419356,441827,1,09-Feb-11,1530,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,81,Bus or coach (17 or more passenger seats)
