Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,,Casualty Severity,Sex of Casualty,Age of Casualty,
130033023,431296,429256,1,23-Jan-13,1802,Unclassified,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Serious,Male,13,Car
130033701,427520,426313,2,24-Jan-13,715,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,49,Car
130033801,428847,436577,2,24-Jan-13,900,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,59,Pedal cycle
130034439,436171,434563,1,24-Jan-13,1042,A,Wet / Damp,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,45,Bus or coach (17 or more passenger seats)
130034587,428910,431065,1,24-Jan-13,1510,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,21,Car
130034749,433114,434020,1,24-Jan-13,1655,A,Wet / Damp,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,45,Car
130035563,430549,433450,1,25-Jan-13,835,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,16,Car
130037628,429786,430629,3,26-Jan-13,1615,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,40,Car
130038109,437703,427536,1,27-Jan-13,435,A,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Male,24,Car
130038475,433363,425600,3,26-Jan-13,1845,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,1,Driver,Slight,Female,56,Car
130039252,425414,440371,1,27-Jan-13,2045,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Female,31,Car
130039252,425414,440371,1,27-Jan-13,2045,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,2,Passenger,Slight,Male,27,Car
130039489,431030,433524,2,24-Jan-13,1800,Unclassified,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,2,Passenger,Slight,Male,10,Bus or coach (17 or more passenger seats)
130039489,431030,433524,2,24-Jan-13,1800,Unclassified,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,2,Passenger,Slight,Female,41,Bus or coach (17 or more passenger seats)
130039665,429315,435020,2,28-Jan-13,945,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,37,Car
130039866,426120,427632,2,28-Jan-13,1140,B,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,39,Car
130040554,428252,434461,2,28-Jan-13,1817,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Male,68,Taxi/Private hire car
130040912,420960,434374,1,29-Jan-13,110,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Serious,Male,21,Car
130040912,420960,434374,1,29-Jan-13,110,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Serious,Male,21,Car
130041554,431404,435029,2,26-Jan-13,5,Unclassified,Snow,Darkness: street lights present and lit,Snowing without high winds,1,Driver,Slight,Male,35,Car
130041554,431404,435029,2,26-Jan-13,5,Unclassified,Snow,Darkness: street lights present and lit,Snowing without high winds,2,Passenger,Slight,Male,42,Car
130041554,431404,435029,2,26-Jan-13,5,Unclassified,Snow,Darkness: street lights present and lit,Snowing without high winds,2,Passenger,Slight,Male,39,Car
130042041,432387,426454,2,29-Jan-13,1455,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,41,Car
130042041,432387,426454,2,29-Jan-13,1455,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,28,Car
130042178,428847,440093,1,29-Jan-13,1755,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Serious,Female,46,Car
130042187,422115,436438,3,29-Jan-13,1700,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,1,Driver,Serious,Female,23,Pedal cycle
130042778,419503,445030,2,29-Jan-13,850,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,37,Pedal cycle
130042916,428393,434043,2,30-Jan-13,920,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,50,Bus or coach (17 or more passenger seats)
130042957,427316,430795,4,30-Jan-13,915,Motorway,Dry,Daylight: street lights present,Fine with high winds,1,Driver,Slight,Male,51,Car
130042957,427316,430795,4,30-Jan-13,915,Motorway,Dry,Daylight: street lights present,Fine with high winds,1,Driver,Slight,Female,33,Car
130042957,427316,430795,4,30-Jan-13,915,Motorway,Dry,Daylight: street lights present,Fine with high winds,1,Driver,Slight,Male,36,Car
130043218,435542,438368,2,30-Jan-13,1243,Unclassified,Wet / Damp,Daylight: street lights present,Raining with high winds,1,Driver,Slight,Female,56,Car
130043427,427170,426166,1,30-Jan-13,1205,A,Wet / Damp,Daylight: street lights present,Raining without high winds,3,Pedestrian,Slight,Male,32,Goods vehicle 3.5 tonnes mgw and under
130043820,429731,438982,2,30-Jan-13,1645,A,Wet / Damp,Daylight: street lights present,Fine with high winds,1,Driver,Slight,Female,19,Car
130043820,429731,438982,2,30-Jan-13,1645,A,Wet / Damp,Daylight: street lights present,Fine with high winds,1,Driver,Slight,Male,20,Car
130043820,429731,438982,2,30-Jan-13,1645,A,Wet / Damp,Daylight: street lights present,Fine with high winds,2,Passenger,Slight,Male,18,Car
130043820,429731,438982,2,30-Jan-13,1645,A,Wet / Damp,Daylight: street lights present,Fine with high winds,2,Passenger,Slight,Female,14,Car
130043820,429731,438982,2,30-Jan-13,1645,A,Wet / Damp,Daylight: street lights present,Fine with high winds,2,Passenger,Slight,Female,16,Car
130043847,429083,433517,1,28-Jan-13,1620,A,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,16,Car
130044118,428753,432710,2,30-Jan-13,2050,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,32,Pedal cycle
130044514,423548,437383,2,31-Jan-13,840,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,18,Motorcycle over 50cc and up to 125cc
130044618,423474,434032,2,30-Jan-13,1210,Unclassified,Wet / Damp,Daylight: street lights present,Fine with high winds,1,Driver,Slight,Female,41,Pedal cycle
130044995,427603,431005,2,30-Jan-13,1800,A,Wet / Damp,Darkness: street lighting unknown,Fine with high winds,1,Driver,Slight,Female,39,Car
130044995,427603,431005,2,30-Jan-13,1800,A,Wet / Damp,Darkness: street lighting unknown,Fine with high winds,2,Passenger,Slight,Female,37,Taxi/Private hire car
130045090,426267,427863,1,30-Jan-13,1825,B,Dry,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Slight,Male,18,Car
130045091,434621,441225,2,31-Jan-13,1320,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,40,Car
130045110,424260,428197,2,30-Jan-13,2000,A,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Female,53,Car
130045110,424260,428197,2,30-Jan-13,2000,A,Dry,Darkness: street lighting unknown,Fine without high winds,2,Passenger,Slight,Female,20,Car
130045756,423729,437373,1,31-Jan-13,1705,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Serious,Male,6,Car
130046179,420579,444900,1,12-Feb-13,720,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Female,22,Car
130046539,428442,434506,1,01-Feb-13,545,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Serious,Female,25,Car
130047014,425170,437826,2,01-Feb-13,1510,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,21,Goods vehicle 3.5 tonnes mgw and under
130047103,442086,434474,2,01-Feb-13,1420,Motorway,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,43,Car
130048070,431434,431612,2,02-Feb-13,850,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,39,Pedal cycle
130048074,421863,433949,3,02-Feb-13,750,A,Frost / Ice,Daylight: street lights present,Raining without high winds,1,Driver,Serious,Male,42,Goods vehicle 3.5 tonnes mgw and under
130048074,421863,433949,3,02-Feb-13,750,A,Frost / Ice,Daylight: street lights present,Raining without high winds,2,Passenger,Slight,Male,49,Goods vehicle 3.5 tonnes mgw and under
130048467,419315,441752,2,02-Feb-13,1010,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,38,Pedal cycle
130048841,430232,433349,2,02-Feb-13,320,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Slight,Female,23,Car
130050701,432056,435963,2,03-Feb-13,1005,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,25,Car
130051161,437442,437919,2,04-Feb-13,905,A,Wet / Damp,Daylight: street lights present,Raining with high winds,1,Driver,Slight,Female,38,Car
130051615,430654,434684,3,04-Feb-13,1320,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,53,Car
130051980,432684,434525,1,04-Feb-13,1530,Unclassified,Wet / Damp,Daylight: street lights present,Raining with high winds,3,Pedestrian,Serious,Male,4,Car
130052138,434180,441645,1,31-Jan-13,1935,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Male,85,Car
130052138,434180,441645,1,31-Jan-13,1935,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,2,Passenger,Slight,Female,80,Car
130052149,435365,425915,2,04-Feb-13,1825,Motorway,Wet / Damp,Darkness: no street lighting,Raining with high winds,1,Driver,Slight,Male,38,Car
130052645,420900,434499,2,01-Feb-13,810,A,Wet / Damp,Daylight: street lights present,Snowing with high winds,1,Driver,Slight,Male,47,Car
130053134,426638,433492,1,01-Feb-13,1810,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Female,65,Bus or coach (17 or more passenger seats)
130053414,431219,438322,2,05-Feb-13,830,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,10,Pedal cycle
130053587,430376,432087,2,04-Feb-13,840,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,35,Car
130053805,435040,433457,2,04-Feb-13,630,A,Dry,Darkness: street lights present and lit,Fine with high winds,1,Driver,Slight,Male,39,Pedal cycle
130054501,431976,431222,2,06-Feb-13,1010,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,40,Car
130054515,429177,431936,2,06-Feb-13,1100,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,26,Car
130054515,429177,431936,2,06-Feb-13,1100,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,26,Car
130054565,441894,443870,2,06-Feb-13,1055,A(M),Wet / Damp,Daylight: street lights present,Fine with high winds,1,Driver,Fatal,Male,45,Car
130054659,441161,433151,2,05-Feb-13,1525,Unclassified,Wet / Damp,Daylight: street lights present,Snowing without high winds,1,Driver,Slight,Male,24,Car
130054659,441161,433151,2,05-Feb-13,1525,Unclassified,Wet / Damp,Daylight: street lights present,Snowing without high winds,1,Driver,Slight,Male,38,Car
130054659,441161,433151,2,05-Feb-13,1525,Unclassified,Wet / Damp,Daylight: street lights present,Snowing without high winds,2,Passenger,Slight,Female,27,Car
130054793,429773,433364,2,06-Feb-13,1326,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,36,Pedal cycle
130055214,420408,436670,2,06-Feb-13,1745,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,27,Pedal cycle
130055266,430604,432966,1,06-Feb-13,1823,A,Dry,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Slight,Male,37,Car
130055351,426366,438843,1,05-Feb-13,513,Unclassified,Snow,Darkness: street lights present and lit,Snowing without high winds,1,Driver,Slight,Male,54,Car
130055725,443639,436510,3,06-Feb-13,1130,A(M),Dry,Daylight: street lights present,Fine with high winds,1,Driver,Slight,Male,41,Car
130055725,443639,436510,3,06-Feb-13,1130,A(M),Dry,Daylight: street lights present,Fine with high winds,1,Driver,Serious,Male,69,Car
130055725,443639,436510,3,06-Feb-13,1130,A(M),Dry,Daylight: street lights present,Fine with high winds,1,Driver,Slight,Male,21,Car
130056028,429312,435025,2,07-Feb-13,735,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,20,Car
130056028,429312,435025,2,07-Feb-13,735,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,22,Car
130056028,429312,435025,2,07-Feb-13,735,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,20,Car
130056028,429312,435025,2,07-Feb-13,735,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,24,Car
130056082,430754,439186,2,07-Feb-13,1028,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,38,Pedal cycle
130056312,425868,432217,2,07-Feb-13,1204,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,60,Bus or coach (17 or more passenger seats)
130056523,423868,437662,2,07-Feb-13,1330,A,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,23,Car
130056523,423868,437662,2,07-Feb-13,1330,A,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,59,Car
130056949,433170,435233,2,07-Feb-13,1500,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,30,Car
130057038,426437,435350,2,07-Feb-13,1820,A,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Female,28,Car
130057038,426437,435350,2,07-Feb-13,1820,A,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Male,28,Car
130057188,434853,428424,2,07-Feb-13,1724,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Female,20,Car
130057188,434853,428424,2,07-Feb-13,1724,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Male,39,Car
130057188,434853,428424,2,07-Feb-13,1724,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,2,Passenger,Slight,Male,8,Car
130058054,430099,431467,1,08-Feb-13,1130,A,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,23,Car
130058058,440437,448136,2,06-Feb-13,2300,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Female,24,Car
130058198,419373,442225,1,08-Feb-13,1232,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,73,Car
130058230,426161,426765,2,08-Feb-13,1230,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,42,Motorcycle over 50cc and up to 125cc
130058728,430798,435052,1,08-Feb-13,1545,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Fatal,Male,23,Car
130058728,430798,435052,1,08-Feb-13,1545,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Serious,Male,23,Car
130058760,433552,435960,2,08-Feb-13,1610,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,53,Car
130058779,445576,431494,2,08-Feb-13,1755,A,Dry,Darkness: no street lighting,Fine without high winds,1,Driver,Serious,Male,40,Pedal cycle
130058890,430518,425160,1,08-Feb-13,1850,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Slight,Male,11,Car
130060070,426624,435696,1,21-Jan-13,1340,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,49,Car
130060327,426152,433158,2,09-Feb-13,1710,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Serious,Male,21,Motorcycle over 125cc and up to 500cc
130060386,428957,425974,1,09-Feb-13,1720,A,Dry,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Slight,Female,78,Car
130061014,427034,427117,2,10-Feb-13,955,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,1,Driver,Slight,Male,68,Car
130061014,427034,427117,2,10-Feb-13,955,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,1,Driver,Slight,Female,30,Car
